Iteration,Time,Fitness,FEvals,max_iters,Restarts,Algorithm
483,0.0716792000021087,668.0,11830.0,4096,30,RHC
484,0.0718210000050021,668.0,11831.0,4096,30,RHC
485,0.071955200008233,670.0,11833.0,4096,30,RHC
486,0.0720776000089244,672.0,11835.0,4096,30,RHC
487,0.0722136999975191,672.0,11836.0,4096,30,RHC
488,0.0723377000103937,672.0,11837.0,4096,30,RHC
489,0.0724652000062633,672.0,11838.0,4096,30,RHC
490,0.0725918000098317,672.0,11839.0,4096,30,RHC
491,0.0727146999997785,672.0,11840.0,4096,30,RHC
492,0.0728567000041948,672.0,11841.0,4096,30,RHC
493,0.0729908000066643,672.0,11842.0,4096,30,RHC
494,0.0731270999967819,672.0,11843.0,4096,30,RHC
495,0.0732515999989118,672.0,11844.0,4096,30,RHC
496,0.0733785000047646,672.0,11845.0,4096,30,RHC
497,0.0735038999991957,672.0,11846.0,4096,30,RHC
498,0.0736401000031037,672.0,11847.0,4096,30,RHC
499,0.0737662000028649,672.0,11848.0,4096,30,RHC
500,0.0738893000088865,672.0,11849.0,4096,30,RHC
501,0.0740159999986644,672.0,11850.0,4096,30,RHC
502,0.07414019999851,672.0,11851.0,4096,30,RHC
503,0.0742626999999629,672.0,11852.0,4096,30,RHC
504,0.0743872000020928,672.0,11853.0,4096,30,RHC
505,0.07451220000803,672.0,11854.0,4096,30,RHC
506,0.0746347000094829,674.0,11856.0,4096,30,RHC
507,0.0747667999967234,676.0,11858.0,4096,30,RHC
508,0.0748899000027449,676.0,11859.0,4096,30,RHC
509,0.075012000001152,676.0,11860.0,4096,30,RHC
510,0.0751358999987132,676.0,11861.0,4096,30,RHC
511,0.075260800003889,676.0,11862.0,4096,30,RHC
512,0.0753821999969659,676.0,11863.0,4096,30,RHC
513,0.0791921000054571,676.0,11864.0,4096,30,RHC
514,0.0793527000059839,676.0,11865.0,4096,30,RHC
515,0.0795070000021951,676.0,11866.0,4096,30,RHC
516,0.0796632999990833,676.0,11867.0,4096,30,RHC
517,0.0798152000061236,676.0,11868.0,4096,30,RHC
518,0.0799676000024192,676.0,11869.0,4096,30,RHC
519,0.0800948000105563,678.0,11871.0,4096,30,RHC
520,0.0802264000085415,678.0,11872.0,4096,30,RHC
521,0.0803576000034809,678.0,11873.0,4096,30,RHC
522,0.08049690000189,678.0,11874.0,4096,30,RHC
523,0.0806228000001283,678.0,11875.0,4096,30,RHC
524,0.0807493000029353,678.0,11876.0,4096,30,RHC
525,0.0808801000093808,678.0,11877.0,4096,30,RHC
526,0.0810081000090576,680.0,11879.0,4096,30,RHC
527,0.0811369000002741,680.0,11880.0,4096,30,RHC
528,0.0813201999990269,680.0,11881.0,4096,30,RHC
529,0.0814753000013297,680.0,11882.0,4096,30,RHC
530,0.0816167000011773,680.0,11883.0,4096,30,RHC
531,0.0817555000103311,680.0,11884.0,4096,30,RHC
532,0.0818884000036632,680.0,11885.0,4096,30,RHC
533,0.0820240000030025,680.0,11886.0,4096,30,RHC
534,0.0821579000039491,680.0,11887.0,4096,30,RHC
535,0.0823392000020248,680.0,11888.0,4096,30,RHC
536,0.0825191000039922,680.0,11889.0,4096,30,RHC
537,0.0826945000007981,680.0,11890.0,4096,30,RHC
538,0.0828647000016644,680.0,11891.0,4096,30,RHC
539,0.0830509000079473,680.0,11892.0,4096,30,RHC
540,0.0832959999970626,680.0,11893.0,4096,30,RHC
541,0.0836145000066608,680.0,11894.0,4096,30,RHC
542,0.0838355000014416,680.0,11895.0,4096,30,RHC
543,0.0840371000085724,680.0,11896.0,4096,30,RHC
544,0.0842409000033512,680.0,11897.0,4096,30,RHC
545,0.0844447999988915,680.0,11898.0,4096,30,RHC
546,0.0846316000097431,680.0,11899.0,4096,30,RHC
547,0.0848101000010501,680.0,11900.0,4096,30,RHC
548,0.0849869000085163,682.0,11902.0,4096,30,RHC
549,0.0851706999965244,684.0,11904.0,4096,30,RHC
550,0.0853631000063614,684.0,11905.0,4096,30,RHC
551,0.0855428000068059,684.0,11906.0,4096,30,RHC
552,0.0857333000021753,686.0,11908.0,4096,30,RHC
553,0.0859087999997427,686.0,11909.0,4096,30,RHC
554,0.0860866000002715,686.0,11910.0,4096,30,RHC
555,0.0862735999980941,686.0,11911.0,4096,30,RHC
556,0.0864536000008229,686.0,11912.0,4096,30,RHC
557,0.0866347999981371,688.0,11914.0,4096,30,RHC
558,0.0868144999985816,688.0,11915.0,4096,30,RHC
559,0.0869824999972479,688.0,11916.0,4096,30,RHC
560,0.0871333000104641,688.0,11917.0,4096,30,RHC
561,0.0872902999981306,688.0,11918.0,4096,30,RHC
562,0.0874426000082166,688.0,11919.0,4096,30,RHC
563,0.0876057999994373,688.0,11920.0,4096,30,RHC
564,0.0877586999995401,688.0,11921.0,4096,30,RHC
565,0.087909000008949,688.0,11922.0,4096,30,RHC
566,0.0880532000010134,688.0,11923.0,4096,30,RHC
567,0.0881958000099984,690.0,11925.0,4096,30,RHC
568,0.0883408000081544,692.0,11927.0,4096,30,RHC
569,0.0885010000056354,692.0,11928.0,4096,30,RHC
570,0.0886503000074299,692.0,11929.0,4096,30,RHC
571,0.0887948000017786,692.0,11930.0,4096,30,RHC
572,0.0889465000072959,692.0,11931.0,4096,30,RHC
573,0.0890931000030832,692.0,11932.0,4096,30,RHC
574,0.0892338999983621,692.0,11933.0,4096,30,RHC
575,0.0893922999966889,692.0,11934.0,4096,30,RHC
576,0.0895335000095656,692.0,11935.0,4096,30,RHC
577,0.0896750000101747,692.0,11936.0,4096,30,RHC
578,0.0898218000074848,692.0,11937.0,4096,30,RHC
579,0.0899697999993804,692.0,11938.0,4096,30,RHC
580,0.0901176000043051,694.0,11940.0,4096,30,RHC
581,0.0902600999979768,694.0,11941.0,4096,30,RHC
582,0.0904089000105159,696.0,11943.0,4096,30,RHC
583,0.0905522999964887,698.0,11945.0,4096,30,RHC
584,0.0906897000095341,698.0,11946.0,4096,30,RHC
585,0.0908326000062516,698.0,11947.0,4096,30,RHC
586,0.0909747999976389,698.0,11948.0,4096,30,RHC
587,0.0911212000064551,698.0,11949.0,4096,30,RHC
588,0.0912657000008039,698.0,11950.0,4096,30,RHC
589,0.0914142999972682,698.0,11951.0,4096,30,RHC
590,0.0915528000041376,698.0,11952.0,4096,30,RHC
591,0.0916928000078769,698.0,11953.0,4096,30,RHC
592,0.0918340000062016,698.0,11954.0,4096,30,RHC
593,0.0919832000072347,698.0,11955.0,4096,30,RHC
594,0.0921658000006573,698.0,11956.0,4096,30,RHC
595,0.0923408000089693,698.0,11957.0,4096,30,RHC
596,0.0925147000089054,698.0,11958.0,4096,30,RHC
597,0.0926870999974198,698.0,11959.0,4096,30,RHC
598,0.0928576000005705,698.0,11960.0,4096,30,RHC
599,0.0930254999984754,698.0,11961.0,4096,30,RHC
600,0.093186300000525,698.0,11962.0,4096,30,RHC
601,0.0933455000049434,700.0,11964.0,4096,30,RHC
602,0.0935135000036098,700.0,11965.0,4096,30,RHC
603,0.093679500001599,700.0,11966.0,4096,30,RHC
604,0.0938409000082174,700.0,11967.0,4096,30,RHC
605,0.093991100002313,700.0,11968.0,4096,30,RHC
606,0.0941369000065606,700.0,11969.0,4096,30,RHC
607,0.0942819000047165,702.0,11971.0,4096,30,RHC
608,0.0944392000092193,702.0,11972.0,4096,30,RHC
609,0.0945828999974764,702.0,11973.0,4096,30,RHC
610,0.0947264999995241,702.0,11974.0,4096,30,RHC
611,0.0948733999975957,702.0,11975.0,4096,30,RHC
612,0.0950178000057349,702.0,11976.0,4096,30,RHC
613,0.0951677999983076,702.0,11977.0,4096,30,RHC
614,0.0953115000011166,702.0,11978.0,4096,30,RHC
615,0.095462099998258,702.0,11979.0,4096,30,RHC
616,0.0956117000023368,702.0,11980.0,4096,30,RHC
617,0.0957557000074302,702.0,11981.0,4096,30,RHC
618,0.0959003000025404,702.0,11982.0,4096,30,RHC
619,0.0960492000012891,702.0,11983.0,4096,30,RHC
620,0.096192199998768,702.0,11984.0,4096,30,RHC
621,0.0963406000082613,702.0,11985.0,4096,30,RHC
622,0.0964915000076871,702.0,11986.0,4096,30,RHC
623,0.0966390000103274,702.0,11987.0,4096,30,RHC
624,0.0967823999963002,702.0,11988.0,4096,30,RHC
625,0.0969344000041019,702.0,11989.0,4096,30,RHC
626,0.0970814000029349,702.0,11990.0,4096,30,RHC
627,0.0972365000052377,702.0,11991.0,4096,30,RHC
628,0.0973826999979792,702.0,11992.0,4096,30,RHC
629,0.0975315999967278,702.0,11993.0,4096,30,RHC
630,0.0976798000046983,702.0,11994.0,4096,30,RHC
631,0.0978291000064928,702.0,11995.0,4096,30,RHC
632,0.0979785000090487,702.0,11996.0,4096,30,RHC
633,0.0981217000080505,702.0,11997.0,4096,30,RHC
634,0.0982653000100981,702.0,11998.0,4096,30,RHC
635,0.0984079000045312,704.0,12000.0,4096,30,RHC
636,0.0985548000026028,704.0,12001.0,4096,30,RHC
637,0.0986989000084577,704.0,12002.0,4096,30,RHC
638,0.0988428999989992,704.0,12003.0,4096,30,RHC
639,0.0989871000056155,704.0,12004.0,4096,30,RHC
640,0.0991313999984413,704.0,12005.0,4096,30,RHC
641,0.0992905000020982,704.0,12006.0,4096,30,RHC
642,0.0995716000034008,704.0,12007.0,4096,30,RHC
643,0.0997889999998733,704.0,12008.0,4096,30,RHC
644,0.0999775000091176,704.0,12009.0,4096,30,RHC
645,0.1001927000033902,704.0,12010.0,4096,30,RHC
646,0.1004698000033386,704.0,12011.0,4096,30,RHC
647,0.1007386999990558,704.0,12012.0,4096,30,RHC
648,0.1010089000046718,704.0,12013.0,4096,30,RHC
649,0.1012510000000475,704.0,12014.0,4096,30,RHC
650,0.1014875999971991,704.0,12015.0,4096,30,RHC
651,0.1017247999989194,704.0,12016.0,4096,30,RHC
652,0.1019218000001274,704.0,12017.0,4096,30,RHC
653,0.1021055000019259,704.0,12018.0,4096,30,RHC
654,0.1022909000021172,704.0,12019.0,4096,30,RHC
655,0.1024750000069616,704.0,12020.0,4096,30,RHC
656,0.1026599000033456,704.0,12021.0,4096,30,RHC
657,0.1028462999965995,704.0,12022.0,4096,30,RHC
658,0.1030077000032179,704.0,12023.0,4096,30,RHC
659,0.1031718000012915,704.0,12024.0,4096,30,RHC
660,0.1033273000066401,706.0,12026.0,4096,30,RHC
661,0.1034904999978607,706.0,12027.0,4096,30,RHC
662,0.1036501000053249,706.0,12028.0,4096,30,RHC
663,0.10381430000416,706.0,12029.0,4096,30,RHC
664,0.103973200006294,706.0,12030.0,4096,30,RHC
665,0.1041321000084281,706.0,12031.0,4096,30,RHC
666,0.1042879000015091,706.0,12032.0,4096,30,RHC
667,0.1044468000036431,706.0,12033.0,4096,30,RHC
668,0.1046074000041699,706.0,12034.0,4096,30,RHC
669,0.1047723000083351,706.0,12035.0,4096,30,RHC
670,0.104929599998286,706.0,12036.0,4096,30,RHC
671,0.1050906000018585,706.0,12037.0,4096,30,RHC
672,0.1052484000101685,706.0,12038.0,4096,30,RHC
673,0.1054167999973287,706.0,12039.0,4096,30,RHC
674,0.1055771000101231,706.0,12040.0,4096,30,RHC
675,0.1057410000066738,706.0,12041.0,4096,30,RHC
676,0.1058982999966247,706.0,12042.0,4096,30,RHC
677,0.1060563000064576,706.0,12043.0,4096,30,RHC
678,0.1103739000100176,706.0,12044.0,4096,30,RHC
679,0.1135701000021072,706.0,12045.0,4096,30,RHC
680,0.117770400000154,706.0,12046.0,4096,30,RHC
681,0.1213176000019302,706.0,12047.0,4096,30,RHC
682,0.1214907999965362,706.0,12048.0,4096,30,RHC
683,0.1249146000045584,706.0,12049.0,4096,30,RHC
684,0.1251311000087298,706.0,12050.0,4096,30,RHC
685,0.1253578000032575,706.0,12051.0,4096,30,RHC
686,0.1255632000102196,706.0,12052.0,4096,30,RHC
687,0.1289276000024983,706.0,12053.0,4096,30,RHC
688,0.129095900003449,706.0,12054.0,4096,30,RHC
689,0.1292611000098986,706.0,12055.0,4096,30,RHC
690,0.1294346000067889,706.0,12056.0,4096,30,RHC
691,0.1295994999964023,706.0,12057.0,4096,30,RHC
692,0.1297595000069122,706.0,12058.0,4096,30,RHC
693,0.1299249000003328,706.0,12059.0,4096,30,RHC
694,0.1300866000092355,706.0,12060.0,4096,30,RHC
695,0.1350436000066111,706.0,12061.0,4096,30,RHC
696,0.1353082999994512,706.0,12062.0,4096,30,RHC
697,0.1355580000090412,706.0,12063.0,4096,30,RHC
698,0.1358115000039106,706.0,12064.0,4096,30,RHC
699,0.1360654000018257,706.0,12065.0,4096,30,RHC
700,0.1362825999967754,706.0,12066.0,4096,30,RHC
701,0.1365213000099174,706.0,12067.0,4096,30,RHC
702,0.1367541000072378,706.0,12068.0,4096,30,RHC
703,0.1369874000083655,706.0,12069.0,4096,30,RHC
704,0.1372342999966349,706.0,12070.0,4096,30,RHC
705,0.1374635999964084,706.0,12071.0,4096,30,RHC
706,0.1376929000107338,706.0,12072.0,4096,30,RHC
707,0.1379194000037387,706.0,12073.0,4096,30,RHC
708,0.1381341000087559,708.0,12075.0,4096,30,RHC
709,0.1383379000035347,708.0,12076.0,4096,30,RHC
710,0.1385558000038145,708.0,12077.0,4096,30,RHC
711,0.143018500006292,708.0,12078.0,4096,30,RHC
712,0.1431947000091895,708.0,12079.0,4096,30,RHC
713,0.1433680000045569,708.0,12080.0,4096,30,RHC
714,0.1435575000068638,708.0,12081.0,4096,30,RHC
715,0.1437255000055302,708.0,12082.0,4096,30,RHC
716,0.1439085000019986,708.0,12083.0,4096,30,RHC
717,0.1440825000026961,708.0,12084.0,4096,30,RHC
718,0.1442714000004343,708.0,12085.0,4096,30,RHC
719,0.1444467999972403,708.0,12086.0,4096,30,RHC
720,0.1446231000008992,708.0,12087.0,4096,30,RHC
721,0.1448004999983823,708.0,12088.0,4096,30,RHC
722,0.144979400007287,708.0,12089.0,4096,30,RHC
723,0.1451549000048544,708.0,12090.0,4096,30,RHC
724,0.1453297999978531,708.0,12091.0,4096,30,RHC
725,0.1455168000102276,708.0,12092.0,4096,30,RHC
726,0.1456926000100793,708.0,12093.0,4096,30,RHC
727,0.1458704999968176,708.0,12094.0,4096,30,RHC
728,0.1460492000041995,708.0,12095.0,4096,30,RHC
729,0.146238400004222,708.0,12096.0,4096,30,RHC
730,0.1464121000026352,708.0,12097.0,4096,30,RHC
731,0.146589900003164,708.0,12098.0,4096,30,RHC
732,0.1467873000074178,708.0,12099.0,4096,30,RHC
733,0.1470120000012684,708.0,12100.0,4096,30,RHC
734,0.1472062000102596,708.0,12101.0,4096,30,RHC
735,0.1473977999994531,708.0,12102.0,4096,30,RHC
736,0.1475932000030297,708.0,12103.0,4096,30,RHC
737,0.1477767000033054,708.0,12104.0,4096,30,RHC
738,0.1480056000000331,708.0,12105.0,4096,30,RHC
739,0.1482464000000618,708.0,12106.0,4096,30,RHC
740,0.1488418000080855,708.0,12107.0,4096,30,RHC
741,0.1494510000047739,708.0,12108.0,4096,30,RHC
742,0.1500394000031519,708.0,12109.0,4096,30,RHC
743,0.1590843000012682,708.0,12110.0,4096,30,RHC
744,0.1593934999982593,708.0,12111.0,4096,30,RHC
745,0.1596741999965161,710.0,12113.0,4096,30,RHC
746,0.1599787000013748,710.0,12114.0,4096,30,RHC
747,0.1603041000053053,710.0,12115.0,4096,30,RHC
748,0.1606179000082193,710.0,12116.0,4096,30,RHC
749,0.1610889000003226,710.0,12117.0,4096,30,RHC
750,0.1613898000068729,710.0,12118.0,4096,30,RHC
751,0.1616788000101223,710.0,12119.0,4096,30,RHC
752,0.1619539000093937,710.0,12120.0,4096,30,RHC
753,0.1622099000087473,710.0,12121.0,4096,30,RHC
754,0.1624489000096218,710.0,12122.0,4096,30,RHC
755,0.1626878000097349,710.0,12123.0,4096,30,RHC
756,0.162909300008323,710.0,12124.0,4096,30,RHC
757,0.1631173000059789,710.0,12125.0,4096,30,RHC
758,0.1633385000022826,710.0,12126.0,4096,30,RHC
759,0.163553000005777,710.0,12127.0,4096,30,RHC
760,0.1637632000056328,710.0,12128.0,4096,30,RHC
761,0.1639712000032887,710.0,12129.0,4096,30,RHC
762,0.1641720000043278,710.0,12130.0,4096,30,RHC
763,0.1643721000000368,710.0,12131.0,4096,30,RHC
764,0.1645732000033604,710.0,12132.0,4096,30,RHC
765,0.1648180000047432,710.0,12133.0,4096,30,RHC
766,0.1650251000100979,710.0,12134.0,4096,30,RHC
767,0.1652251000050455,710.0,12135.0,4096,30,RHC
768,0.1654246000107377,710.0,12136.0,4096,30,RHC
769,0.165623000008054,710.0,12137.0,4096,30,RHC
770,0.1658202999969944,710.0,12138.0,4096,30,RHC
771,0.1660349000012502,710.0,12139.0,4096,30,RHC
772,0.166291600005934,710.0,12140.0,4096,30,RHC
773,0.1665518000081647,710.0,12141.0,4096,30,RHC
774,0.1667986000102246,710.0,12142.0,4096,30,RHC
775,0.1670412000094074,710.0,12143.0,4096,30,RHC
776,0.1672987000056309,710.0,12144.0,4096,30,RHC
777,0.1675814000045647,710.0,12145.0,4096,30,RHC
778,0.1678459000104339,710.0,12146.0,4096,30,RHC
779,0.1681297000031918,710.0,12147.0,4096,30,RHC
780,0.1683798000012757,710.0,12148.0,4096,30,RHC
781,0.1686256999964825,710.0,12149.0,4096,30,RHC
782,0.1688861000002361,712.0,12151.0,4096,30,RHC
783,0.1693155999964801,714.0,12153.0,4096,30,RHC
784,0.1696168000053148,714.0,12154.0,4096,30,RHC
785,0.1699109000037424,714.0,12155.0,4096,30,RHC
786,0.1702044999983627,714.0,12156.0,4096,30,RHC
787,0.1705061999964527,714.0,12157.0,4096,30,RHC
788,0.1707980000064708,714.0,12158.0,4096,30,RHC
789,0.1710852999967755,716.0,12160.0,4096,30,RHC
790,0.171467100008158,718.0,12162.0,4096,30,RHC
791,0.1717571000044699,718.0,12163.0,4096,30,RHC
792,0.1720363000058569,718.0,12164.0,4096,30,RHC
793,0.1722955000004731,718.0,12165.0,4096,30,RHC
794,0.1725360999989789,718.0,12166.0,4096,30,RHC
795,0.1727811000018846,718.0,12167.0,4096,30,RHC
796,0.1730020999966655,718.0,12168.0,4096,30,RHC
797,0.1732058000052347,718.0,12169.0,4096,30,RHC
798,0.1734212000010302,718.0,12170.0,4096,30,RHC
799,0.1736193999968236,718.0,12171.0,4096,30,RHC
800,0.1738197000086074,718.0,12172.0,4096,30,RHC
801,0.174020799997379,718.0,12173.0,4096,30,RHC
802,0.1742203000030713,718.0,12174.0,4096,30,RHC
803,0.1744217000086791,718.0,12175.0,4096,30,RHC
804,0.1746341000107349,720.0,12177.0,4096,30,RHC
805,0.1748388999985763,720.0,12178.0,4096,30,RHC
806,0.1750411999964853,720.0,12179.0,4096,30,RHC
807,0.1795871000067563,720.0,12180.0,4096,30,RHC
808,0.1798265999968862,720.0,12181.0,4096,30,RHC
809,0.1800348000106169,720.0,12182.0,4096,30,RHC
810,0.1802269000036176,720.0,12183.0,4096,30,RHC
811,0.1804253000009339,720.0,12184.0,4096,30,RHC
812,0.1806160999985877,720.0,12185.0,4096,30,RHC
813,0.1808088000107091,720.0,12186.0,4096,30,RHC
814,0.1810119000001577,720.0,12187.0,4096,30,RHC
815,0.1812094000051729,720.0,12188.0,4096,30,RHC
816,0.1814509000105317,722.0,12190.0,4096,30,RHC
817,0.1816550000075949,722.0,12191.0,4096,30,RHC
818,0.181850699998904,722.0,12192.0,4096,30,RHC
819,0.1820564000081503,722.0,12193.0,4096,30,RHC
820,0.1822777000052156,722.0,12194.0,4096,30,RHC
821,0.1825138999993214,722.0,12195.0,4096,30,RHC
822,0.1827316999988397,722.0,12196.0,4096,30,RHC
823,0.1829487000068184,722.0,12197.0,4096,30,RHC
824,0.183208000002196,722.0,12198.0,4096,30,RHC
825,0.1835243000095943,724.0,12200.0,4096,30,RHC
826,0.1838144000066677,724.0,12201.0,4096,30,RHC
827,0.1841259000066202,724.0,12202.0,4096,30,RHC
828,0.1844285999977728,724.0,12203.0,4096,30,RHC
829,0.1847003000002587,726.0,12205.0,4096,30,RHC
830,0.1851461000042036,726.0,12206.0,4096,30,RHC
831,0.185438400003477,726.0,12207.0,4096,30,RHC
832,0.185692500002915,726.0,12208.0,4096,30,RHC
833,0.1859555999981239,726.0,12209.0,4096,30,RHC
834,0.1862103000021306,726.0,12210.0,4096,30,RHC
835,0.186478999996325,726.0,12211.0,4096,30,RHC
836,0.1867379000032087,726.0,12212.0,4096,30,RHC
837,0.1869879000005312,726.0,12213.0,4096,30,RHC
838,0.1872350000048754,726.0,12214.0,4096,30,RHC
839,0.1874662000045646,726.0,12215.0,4096,30,RHC
840,0.1876936000044224,726.0,12216.0,4096,30,RHC
841,0.1879168000014033,726.0,12217.0,4096,30,RHC
842,0.1881482000026153,726.0,12218.0,4096,30,RHC
843,0.1883763000078033,726.0,12219.0,4096,30,RHC
844,0.1885966999980155,726.0,12220.0,4096,30,RHC
845,0.1888155000051483,726.0,12221.0,4096,30,RHC
846,0.1890213000006042,726.0,12222.0,4096,30,RHC
847,0.1892265000060433,726.0,12223.0,4096,30,RHC
848,0.1894292000069981,726.0,12224.0,4096,30,RHC
849,0.18963170000643,726.0,12225.0,4096,30,RHC
850,0.1898355000012088,726.0,12226.0,4096,30,RHC
851,0.1900393000105396,726.0,12227.0,4096,30,RHC
852,0.1902445000014268,726.0,12228.0,4096,30,RHC
853,0.1904483000107575,726.0,12229.0,4096,30,RHC
854,0.1906549999985145,726.0,12230.0,4096,30,RHC
855,0.1908590000093681,726.0,12231.0,4096,30,RHC
856,0.1910643000010168,726.0,12232.0,4096,30,RHC
857,0.1912697000079788,726.0,12233.0,4096,30,RHC
858,0.1914747999981045,726.0,12234.0,4096,30,RHC
859,0.1916899000061676,726.0,12235.0,4096,30,RHC
860,0.1918920000025537,726.0,12236.0,4096,30,RHC
861,0.1920943000004626,728.0,12238.0,4096,30,RHC
862,0.1923003999982029,728.0,12239.0,4096,30,RHC
863,0.1925024000083794,728.0,12240.0,4096,30,RHC
864,0.1927032000094186,728.0,12241.0,4096,30,RHC
865,0.1929442999971797,728.0,12242.0,4096,30,RHC
866,0.1931519000063417,728.0,12243.0,4096,30,RHC
867,0.1933529000089038,728.0,12244.0,4096,30,RHC
868,0.1935564000013983,728.0,12245.0,4096,30,RHC
869,0.1937723000010009,728.0,12246.0,4096,30,RHC
870,0.1939798000094015,728.0,12247.0,4096,30,RHC
871,0.1941824000095948,728.0,12248.0,4096,30,RHC
872,0.1944626000040443,728.0,12249.0,4096,30,RHC
873,0.1947382000071229,728.0,12250.0,4096,30,RHC
874,0.1950275999988662,728.0,12251.0,4096,30,RHC
875,0.1952662999974563,728.0,12252.0,4096,30,RHC
876,0.1955066000082297,728.0,12253.0,4096,30,RHC
877,0.1957456000091042,728.0,12254.0,4096,30,RHC
878,0.1959638999978779,728.0,12255.0,4096,30,RHC
879,0.1961778999975649,728.0,12256.0,4096,30,RHC
880,0.196391899997252,728.0,12257.0,4096,30,RHC
881,0.1966032000054838,728.0,12258.0,4096,30,RHC
882,0.1968159000098239,728.0,12259.0,4096,30,RHC
883,0.1970273000042652,728.0,12260.0,4096,30,RHC
884,0.1972337000042898,728.0,12261.0,4096,30,RHC
885,0.1974392999982228,728.0,12262.0,4096,30,RHC
886,0.1976461000012932,728.0,12263.0,4096,30,RHC
887,0.1978527000028407,728.0,12264.0,4096,30,RHC
888,0.1980907000106526,728.0,12265.0,4096,30,RHC
889,0.1983130000007804,728.0,12266.0,4096,30,RHC
890,0.198525800005882,728.0,12267.0,4096,30,RHC
891,0.1987327000097138,728.0,12268.0,4096,30,RHC
892,0.1989434999995865,728.0,12269.0,4096,30,RHC
893,0.1991926000046078,728.0,12270.0,4096,30,RHC
894,0.1995261999982176,728.0,12271.0,4096,30,RHC
895,0.1998272000055294,728.0,12272.0,4096,30,RHC
896,0.2001649000012548,728.0,12273.0,4096,30,RHC
897,0.2006040999985998,730.0,12275.0,4096,30,RHC
898,0.2010592000005999,730.0,12276.0,4096,30,RHC
899,0.2013836999976774,730.0,12277.0,4096,30,RHC
900,0.2016759999969508,732.0,12279.0,4096,30,RHC
901,0.2019518000015523,732.0,12280.0,4096,30,RHC
902,0.2022255000047153,732.0,12281.0,4096,30,RHC
903,0.2025086000066949,734.0,12283.0,4096,30,RHC
904,0.2027931000047829,734.0,12284.0,4096,30,RHC
905,0.2030496000079438,734.0,12285.0,4096,30,RHC
906,0.2032961000077193,734.0,12286.0,4096,30,RHC
907,0.2035411000106251,734.0,12287.0,4096,30,RHC
908,0.2037886000034632,734.0,12288.0,4096,30,RHC
909,0.2040072000090731,734.0,12289.0,4096,30,RHC
910,0.2042263000039383,734.0,12290.0,4096,30,RHC
911,0.2044492999993963,734.0,12291.0,4096,30,RHC
912,0.2046705999964615,734.0,12292.0,4096,30,RHC
913,0.2049056000105338,734.0,12293.0,4096,30,RHC
914,0.2051346000080229,734.0,12294.0,4096,30,RHC
915,0.2053759999980684,734.0,12295.0,4096,30,RHC
916,0.2056012999964878,734.0,12296.0,4096,30,RHC
917,0.2058263000071747,734.0,12297.0,4096,30,RHC
918,0.2060476000042399,734.0,12298.0,4096,30,RHC
919,0.2062670000013895,734.0,12299.0,4096,30,RHC
920,0.2064873000053921,734.0,12300.0,4096,30,RHC
921,0.2067080999986501,734.0,12301.0,4096,30,RHC
922,0.2069390000106068,734.0,12302.0,4096,30,RHC
923,0.2071568000101251,734.0,12303.0,4096,30,RHC
924,0.20737669999653,734.0,12304.0,4096,30,RHC
925,0.2075952000013785,734.0,12305.0,4096,30,RHC
926,0.2078149000008124,734.0,12306.0,4096,30,RHC
927,0.2080344999994849,734.0,12307.0,4096,30,RHC
928,0.2082662000029813,734.0,12308.0,4096,30,RHC
929,0.2084822000033455,734.0,12309.0,4096,30,RHC
930,0.2087019000027794,736.0,12311.0,4096,30,RHC
931,0.2089530000084778,736.0,12312.0,4096,30,RHC
932,0.2091813000006368,736.0,12313.0,4096,30,RHC
933,0.2094030000007478,736.0,12314.0,4096,30,RHC
934,0.2096385000040754,736.0,12315.0,4096,30,RHC
935,0.2143988000025274,736.0,12316.0,4096,30,RHC
936,0.2146540999965509,736.0,12317.0,4096,30,RHC
937,0.2149196999962441,736.0,12318.0,4096,30,RHC
938,0.2151878000004217,736.0,12319.0,4096,30,RHC
939,0.2154471999965608,736.0,12320.0,4096,30,RHC
940,0.2157183000090299,736.0,12321.0,4096,30,RHC
941,0.2159918000106699,736.0,12322.0,4096,30,RHC
942,0.2163026000052923,736.0,12323.0,4096,30,RHC
943,0.2166171999997459,736.0,12324.0,4096,30,RHC
944,0.2169656000041868,736.0,12325.0,4096,30,RHC
945,0.2172878999990644,738.0,12327.0,4096,30,RHC
946,0.2176884000073187,738.0,12328.0,4096,30,RHC
947,0.2180044999986421,738.0,12329.0,4096,30,RHC
948,0.2183216999983415,738.0,12330.0,4096,30,RHC
949,0.2186427999986335,738.0,12331.0,4096,30,RHC
950,0.2189447999990079,738.0,12332.0,4096,30,RHC
951,0.2192112000047927,738.0,12333.0,4096,30,RHC
952,0.2194757999968715,738.0,12334.0,4096,30,RHC
953,0.2197407000057865,738.0,12335.0,4096,30,RHC
954,0.2199857000086922,738.0,12336.0,4096,30,RHC
955,0.2202227000088896,738.0,12337.0,4096,30,RHC
956,0.2204593000060413,740.0,12339.0,4096,30,RHC
957,0.2207132000039564,740.0,12340.0,4096,30,RHC
958,0.2209490000095684,740.0,12341.0,4096,30,RHC
959,0.2211855000059586,740.0,12342.0,4096,30,RHC
960,0.2214198000001488,740.0,12343.0,4096,30,RHC
961,0.2216541000088909,740.0,12344.0,4096,30,RHC
962,0.2218915999983437,740.0,12345.0,4096,30,RHC
963,0.2221161000052234,740.0,12346.0,4096,30,RHC
964,0.2223385000106645,740.0,12347.0,4096,30,RHC
